name,main_topic_7,main_topic_30,main_topic_90,words_topic_7,words_topic_30,words_topic_90
Adler,2,10,35,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['chemistry', 'barrier', 'berkeley', 'plutonium', 'columbia', 'chemist', 'lawrence', 'heavy', 'chemical', 'father', 'separation', 'cyclotron', 'method', 'experiment', 'fermi', 'dunning', 'urey', 'science', 'kellex', 'pressure']","['barrier', 'cell', 'development', 'norris', 'stage', 'river', 'bill', 'essentially', 'columbia', 'radiation', 'developed', 'iodine', 'x', 'pump', 'pressure', 'eventually', 'section', 'dunning', 'facility', 'study']"
Adolf,7,14,61,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['french', 'german', 'france', 'germany', 'british', 'curie', 'scientific', 'jew', 'paris', 'science', 'mission', 'refugee', 'nazi', 'communist', 'europe', 'weapon', 'difficult', 'team', 'radium', 'de']","['obviously', 'dealing', 'reactor', 'changed', 'technical', 'road', 'learned', 'term', 'flat', 'etc', 'forth', 'contractor', 'various', 'amazing', 'technology', 'badge', 'risk', 'worker', 'authority', 'experiment']"
AdolfHitler,6,7,83,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['japanese', 'japan', 'weapon', 'hiroshima', 'truman', 'grove', 'soviet', 'surrender', 'nagasaki', '1945', 'decision', 'marshall', 'bombing', 'atom', 'invasion', '000', 'plutonium', 'emperor', 'germany', 'force']","['fermi', 'szilard', 'reaction', 'neutron', 'chain', 'german', 'einstein', 'experiment', 'fission', 'bohr', 'teller', 'heisenberg', 'germany', 'professor', 'york', 'enrico', 'scientific', 'letter', 'inaudible', 'theory']"
AdolfoMontoya,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
AdolphCoors,1,13,9,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['santa', 'fe', 'mexico', 'road', 'bus', 'spanish', 'brother', 'mr', 'canyon', 'indian', 'pueblo', 'truck', 'mother', 'albuquerque', 'oppenheimer', 'mail', 'dorothy', 'community', 'kid', 'san']"
AdolphGreen,1,13,85,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['unit', 'lunch', 'hall', 'mess', 'chemistry', 'box', 'ohio', 'summer', 'record', 'civilian', 'food', 'meat', 'division', 'bus', 'mother', 'radiation', 'girl', 'egg', 'forget', 'seven']"
AdrienneKennedyLowry,1,13,77,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['eastman', 'dormitory', 'tennessee', 'knoxville', 'hotel', 'train', 'empire', 'alabama', 'cafeteria', 'unit', 'street', 'l', 'operate', 'walked', 'n', 'mr', 'suit', 'white', 'avenue', 'central']"
Aeby,1,9,33,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['trinity', 'ground', 'explosion', 'zero', 'range', 'glass', 'tower', 'sand', 'photo', '000', 'base', 'ranch', 'camera', 'missile', 'radiation', 'etc', 'camp', 'north', 'white', 'fallout']"
AhhRueben,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
AlBaker,2,16,67,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['reactor', 'valve', 'fuel', 'pipe', 'gas', 'pump', 'power', 'system', 'salt', 'cost', 'pressure', 'light', 'design', 'piping', '000', 'molten', 'flow', 'steel', 'inside', 'baker']"
AlBallard,2,18,29,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['12', 'k', '25', 'town', 'tennessee', '235', 'equipment', 'diffusion', 'engineering', 'training', 'ground', 'grove', '000', 'bus', 'system', 'camera', 'reactor', 'operation', 'tank', 'ship']","['alpha', 'beta', 'magnet', 'reactor', 'vacuum', 'beam', 'system', 'power', '000', 'element', 'fuel', 'track', 'unit', 'copper', 'magnetic', 'enriched', 'phase', 'silver', 'gas', 'pressure']"
AlGhiorso,5,5,5,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['plutonium', 'element', 'reactor', 'chemistry', 'solution', 'radiation', 'chemical', 'gas', 'hanford', 'radioactive', 'seaborg', 'inch', 'release', 'sample', 'acid', 'foot', 'stop', 'facility', 'operation', 'control']"
AlGore,1,6,57,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['brother', 'explosive', 'dad', 'plutonium', 'george', 'fellow', 'oppenheimer', 'fire', 'fermi', 'mother', 'father', 'chemistry', 'forth', 'sed', 'grove', 'de', 'teller', 'hill', 'rose', 'trinity']"
AlGraves,1,1,1,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['mother', 'happy', 'father', 'child', 'indian', 'husband', 'laughter', 'brother', 'tennis', 'colonel', 'santa', 'radiation', 'town', 'married', 'white', 'officer', 'cell', 'blood', 'dr', 'sister']"
AlHall,1,1,44,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['barrack', 'civilian', 'officer', 'forth', 'town', 'service', 'santa', 'fe', 'training', 'gi', 'sergeant', 'wac', 'tech', 'personnel', 'detachment', 'assigned', 'unit', 'various', 'trinity', 'post']"
AlHanson,1,13,15,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
AlJohnson,2,16,10,"['grove', 'barrier', 'engineering', 'equipment', 'diffusion', 'metal', 'operation', 'president', 'nichols', 'design', 'committee', 'decision', 'construction', 'york', 'dupont', 'keith', 'lawrence', 'chemical', 'columbia', 'colonel']","['grove', 'engineering', 'dupont', 'nichols', 'colonel', 'district', 'committee', 'president', 'barrier', 'keith', 'construction', 'mr', 'officer', 'decision', 'design', 'york', '000', 'operation', 'diffusion', 'organization']","['berkeley', 'caltech', 'lawrence', 'barrier', 'feynman', 'foot', 'student', 'keith', 'british', 'plutonium', 'percent', 'inaudible', 'chemical', 'columbia', 'professor', 'urey', 'station', 'princeton', 'decision', 'heavy']"
AlLuft,5,5,5,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['plutonium', 'element', 'reactor', 'chemistry', 'solution', 'radiation', 'chemical', 'gas', 'hanford', 'radioactive', 'seaborg', 'inch', 'release', 'sample', 'acid', 'foot', 'stop', 'facility', 'operation', 'control']"
AlMyerson,5,18,15,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['12', 'k', '25', 'town', 'tennessee', '235', 'equipment', 'diffusion', 'engineering', 'training', 'ground', 'grove', '000', 'bus', 'system', 'camera', 'reactor', 'operation', 'tank', 'ship']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
AlNier,3,30,73,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['fermi', 'neutron', 'student', 'experiment', 'fission', 'reaction', 'theoretical', 'oppenheimer', 'pile', 'enrico', 'professor', 'bohr', 'experimental', 'measurement', 'graduate', 'compton', 'member', 'calculation', 'ray', 'cambridge']","['fermi', 'pile', 'experiment', 'compton', 'student', 'science', 'graphite', 'enrico', 'member', 'stand', 'reaction', 'anderson', 'campus', 'theoretical', 'oppenheimer', 'discussion', 'faculty', 'neutron', 'experimental', 'professor']"
AlShaw,3,15,15,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['joe', 'forth', 'married', 'laugh', 'santa', 'plutonium', 'reactor', 'chemistry', 'oppenheimer', 'fe', 'train', 'fellow', 'badge', 'mail', 'wonderful', 'berkeley', 'hey', 'crawford', 'system', 'door']"
AlZeltmann,1,9,9,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['santa', 'fe', 'mexico', 'road', 'bus', 'spanish', 'brother', 'mr', 'canyon', 'indian', 'pueblo', 'truck', 'mother', 'albuquerque', 'oppenheimer', 'mail', 'dorothy', 'community', 'kid', 'san']"
AlZelver,1,1,1,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['child', 'father', 'husband', 'mother', 'santa', 'indian', 'town', 'fe', 'wonderful', 'robert', 'hospital', 'brother', 'doctor', 'dr', 'camp', 'radiation', 'died', 'happy', 'mexico', 'married']","['mother', 'happy', 'father', 'child', 'indian', 'husband', 'laughter', 'brother', 'tennis', 'colonel', 'santa', 'radiation', 'town', 'married', 'white', 'officer', 'cell', 'blood', 'dr', 'sister']"
Alan,1,15,53,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['reactor', 'richland', 'rod', 'hanford', 'fuel', 'dupont', 'control', 'graphite', 'b', 'safety', 'tube', 'power', 'plutonium', 'level', 'pile', 'forth', 'system', 'john', 'construction', 'design']","['bell', 'park', 'richland', 'husband', 'bob', 'kid', 'town', 'sister', 'married', 'club', 'dad', 'dick', 'peace', 'pool', 'wonderful', '6', 'plane', 'daughter', 'girl', 'library']"
AlanAyers,1,9,6,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['weapon', 'division', 'medical', 'national', 'technology', 'neutron', 'power', 'museum', 'dr', 'commission', 'mass', 'radiation', 'tennessee', 'union', 'source', 'president', 'training', 'changed', 'public', 'hospital']"
AlanCarr,1,2,2,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['metal', 'plutonium', 'temperature', 'steel', 'form', 'powder', 'graphite', 'assembly', 'alpha', 'oxide', 'inch', 'metallurgy', 'gram', 'heat', 'pure', 'alloy', 'copper', 'core', 'essentially', 'operation']","['metal', 'plutonium', 'powder', 'form', 'gram', 'quantity', 'gold', 'steel', 'metallurgy', 'leader', 'temperature', 'box', 'alloy', 'pure', 'glove', 'division', 'essentially', 'huh', 'oxide', 'shape']"
AlanLadd,1,9,80,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['santa', 'fe', 'dorothy', 'hotel', 'mexico', 'bus', 'brother', 'la', 'wonderful', 'fonda', 'oppenheimer', 'mckibbin', 'community', 'indian', 'barrack', 'hill', 'road', 'town', 'east', 'palace']","['russian', 'hotel', 'moscow', 'la', 'bar', 'russia', '20', 'space', 'soviet', 'academy', 'fonda', 'science', 'fe', 'santa', 'agency', 'underground', 'control', 'joint', 'mary', 'local']"
AlanMay,1,13,13,"['father', 'mother', 'child', 'santa', 'married', 'fe', 'town', 'dad', 'girl', 'brother', 'kid', 'husband', 'bus', 'road', 'barrack', 'wonderful', 'camp', 'hall', 'sister', 'hill']","['father', 'mother', 'child', 'dad', 'kid', 'sister', 'parent', 'husband', 'married', 'teacher', 'student', 'died', 'brother', 'son', 'york', 'class', 'grade', 'grandfather', 'wonderful', 'hospital']","['father', 'mother', 'child', 'dad', 'sister', 'parent', 'married', 'kid', 'husband', 'wonderful', 'brother', 'died', 'son', 'grade', 'teacher', 'loved', 'hospital', 'student', 'oppenheimer', 'girl']"
AlanMcDonald,4,4,56,"['hanford', 'richland', 'river', 'dupont', 'waste', 'construction', '000', 'reactor', 'land', 'pasco', 'town', 'tank', 'columbia', '00', 'study', 'worker', 'report', 'cleanup', 'camp', 'law']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['hanford', 'trial', 'judge', 'cancer', 'tom', 'document', 'study', 'disease', 'report', 'public', 'court', 'lawyer', 'release', 'exposed', 'defense', 'act', 'green', 'milk', 'law', 'death']"
AlanNunnMay,6,17,39,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['soviet', 'heisenberg', 'communist', 'oppenheimer', 'fuchs', 'source', 'neutron', 'german', 'party', 'fbi', 'theory', 'british', 'espionage', 'facility', 'spy', 'moscow', 'germany', 'intelligence', 'quantum', 'term']","['oppenheimer', 'soviet', 'church', 'agent', 'york', 'communist', 'espionage', 'hanford', 'officer', 'fbi', 'party', 'fuchs', 'tent', 'station', 'intelligence', 'spy', 'fellow', 'road', 'gold', 'canyon']"
AlanStrauss,6,24,69,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['equipment', 'tube', 'mr', 'c', 'unit', 'sleep', 'division', 'enjoyed', 'dam', 'clean', 'training', 'recall', 'ride', 'charlie', 'dancing', '3', 'power', 'court', 'seemed', 'k']","['robert', 'student', 'mit', 'graduate', 'article', 'class', 'ray', 'editor', 'frank', 'charlie', 'compton', 'law', 'caltech', 'wonderful', 'fermi', 'oppenheimer', 'york', 'chamber', 'professor', 'barrack']"
AlbertDeHart,7,26,47,"['japanese', 'japan', 'mission', 'plane', 'weapon', 'hiroshima', 'force', 'german', 'nagasaki', 'grove', 'dropped', 'crew', '000', 'b', 'airplane', 'ship', 'bombing', 'truman', 'island', 'germany']","['plane', 'mission', 'crew', 'airplane', 'b', 'pilot', 'tinian', '29', 'training', 'wendover', 'reunion', 'dropped', 'hiroshima', 'flew', 'colonel', 'island', 'flight', 'nagasaki', 'japan', 'gay']","['hiroshima', 'nagasaki', 'mission', 'ship', 'dropped', 'japan', 'pilot', 'enola', '000', 'japanese', 'target', 'gay', 'plane', 'cloud', 'colonel', 'flight', 'august', 'drop', 'crew', '29']"
AlbertEinstein,3,3,66,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['szilard', 'fermi', 'reactor', 'wigner', 'reaction', 'chain', 'science', 'plutonium', 'einstein', 'student', 'enrico', 'leo', 'graphite', 'chemistry', 'letter', 'professor', 'german', 'control', 'dr', 'nobel']","['oppenheimer', 'institute', 'teller', 'mathematics', 'princeton', 'science', 'robert', 'einstein', 'inaudible', 'mathematician', 'hungarian', 'von', 'neumann', 'fermi', 'hearing', 'america', 'division', 'often', 'york', 'term']"
AlbertEngel,3,3,66,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['szilard', 'fermi', 'reactor', 'wigner', 'reaction', 'chain', 'science', 'plutonium', 'einstein', 'student', 'enrico', 'leo', 'graphite', 'chemistry', 'letter', 'professor', 'german', 'control', 'dr', 'nobel']","['oppenheimer', 'institute', 'teller', 'mathematics', 'princeton', 'science', 'robert', 'einstein', 'inaudible', 'mathematician', 'hungarian', 'von', 'neumann', 'fermi', 'hearing', 'america', 'division', 'often', 'york', 'term']"
AlbertGhiorso,5,5,5,"['reactor', 'plutonium', 'radiation', 'fuel', 'power', 'hanford', 'design', 'neutron', 'element', 'chemical', 'facility', 'dupont', 'system', 'tube', 'radioactive', 'operation', 'separation', 'level', 'engineering', 'rod']","['radiation', 'plutonium', 'radioactive', 'reactor', 'neutron', 'element', 'cancer', 'study', 'isotope', 'health', 'ray', 'hanford', 'facility', 'iodine', 'cell', 'body', 'power', 'sample', 'science', 'national']","['plutonium', 'element', 'reactor', 'chemistry', 'solution', 'radiation', 'chemical', 'gas', 'hanford', 'radioactive', 'seaborg', 'inch', 'release', 'sample', 'acid', 'foot', 'stop', 'facility', 'operation', 'control']"
AlbertGore,6,4,6,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['hanford', 'russian', 'president', 'bush', 'issue', 'conant', 'lawyer', 'stimson', 'report', 'trial', 'document', 'soviet', 'public', 'tom', 'secretary', 'decision', 'judge', 'study', 'law', 'director']","['weapon', 'division', 'medical', 'national', 'technology', 'neutron', 'power', 'museum', 'dr', 'commission', 'mass', 'radiation', 'tennessee', 'union', 'source', 'president', 'training', 'changed', 'public', 'hospital']"
AlbertL.,6,6,14,"['oppenheimer', 'weapon', 'teller', 'robert', 'science', 'soviet', 'russian', 'student', 'hydrogen', 'term', 'edward', 'berkeley', 'committee', 'president', 'inaudible', 'communist', 'example', 'french', 'party', 'fuchs']","['weapon', 'teller', 'hydrogen', 'oppenheimer', 'russian', 'soviet', 'fission', 'committee', 'edward', 'thermonuclear', 'design', 'explosive', 'shot', 'neutron', 'yield', 'force', 'plutonium', 'division', 'explosion', 'radiation']","['dunning', 'instrument', 'engineering', 'mass', 'method', 'gas', 'development', 'kellex', 'york', 'columbia', 'difficulty', 'barrier', 'student', 'electric', 'leak', 'instance', 'valve', 'developed', 'electrical', 'contact']"
AlbertMichelson,3,30,73,"['fermi', 'szilard', 'reactor', 'chemistry', 'plutonium', 'student', 'wigner', 'experiment', 'pile', 'reaction', 'science', 'professor', 'neutron', 'chain', 'enrico', 'graduate', 'hanford', 'dupont', 'dr', 'chemist']","['fermi', 'neutron', 'student', 'experiment', 'fission', 'reaction', 'theoretical', 'oppenheimer', 'pile', 'enrico', 'professor', 'bohr', 'experimental', 'measurement', 'graduate', 'compton', 'member', 'calculation', 'ray', 'cambridge']","['fermi', 'pile', 'experiment', 'compton', 'student', 'science', 'graphite', 'enrico', 'member', 'stand', 'reaction', 'anderson', 'campus', 'theoretical', 'oppenheimer', 'discussion', 'faculty', 'neutron', 'experimental', 'professor']"
